id,syllable,words,complexword,nounPhraseCount,JJ,RB,VB,NN,complexity,Class_Label
484,34,24,3,2,1,0,6,5,74.805,Fairly_Easy
485,18,9,3,1,1,1,3,3,33.068,Dificult
486,47,34,4,3,4,2,8,10,72.633,Fairly_Easy
487,9,6,0,1,0,2,0,3,76.89,Fairly_Easy
488,23,14,4,1,1,2,3,5,60.744,Plain_English
489,29,21,1,1,1,2,3,4,79.349,Very_Easy
490,24,14,4,2,1,0,2,7,54.701,Fairly_difficult
491,45,27,6,2,3,1,4,11,52.133,Fairly_difficult
492,24,13,3,1,0,0,2,5,44.053,Dificult
493,51,29,7,3,4,2,6,8,43.338,Dificult
494,38,19,7,3,2,0,3,10,27.993,very_difficult
495,33,21,3,1,1,1,5,4,63.235,Plain_English
496,31,21,4,3,4,2,2,6,71.292,Fairly_Easy
497,46,33,3,3,1,1,6,14,72.16,Fairly_Easy
498,42,27,4,2,0,1,4,11,61.533,Plain_English
499,17,12,1,2,0,0,2,7,80.895,Easy
500,28,22,1,3,1,0,5,9,87.997,Easy
501,20,15,1,0,0,4,2,4,86.423,Easy
502,29,20,2,3,2,4,5,7,74.015,Fairly_Easy
503,38,22,4,2,0,0,2,13,49.543,Very_Easy
504,24,16,2,2,1,0,4,5,71.815,Fairly_Easy
505,41,29,4,2,3,1,6,6,72.511,Fairly_Easy
506,45,29,5,2,1,0,7,9,60.842,Plain_English
507,55,33,6,2,1,3,9,7,49.088,Very_Easy
508,43,28,3,3,4,1,3,12,62.704,Plain_English
509,20,14,2,2,1,1,2,6,78.873,Fairly_Easy
510,19,10,2,0,1,0,1,4,41.02,Dificult
511,41,26,4,3,2,0,5,11,60.232,Plain_English
512,28,19,3,3,2,5,2,6,72.519,Fairly_Easy
513,22,16,2,1,0,0,4,7,82.39,Easy
514,29,19,1,3,5,0,2,8,68.066,Plain_English
515,47,26,6,3,0,0,3,18,40.709,Dificult
516,14,11,1,0,0,1,2,3,93.58,Very_Easy
517,25,15,2,3,2,1,2,7,58.223,Fairly_difficult
518,18,11,2,2,0,1,1,6,62.816,Plain_English
519,16,11,1,1,1,0,2,4,78.198,Fairly_Easy
520,41,22,6,3,3,0,2,10,38.006,Dificult
521,37,22,4,3,2,1,2,8,53.388,Fairly_difficult
522,45,28,4,6,7,0,6,11,56.661,Fairly_difficult
523,30,18,3,0,0,0,3,7,56.7,Fairly_difficult
524,21,13,2,2,3,0,4,3,63.576,Plain_English
525,36,25,2,3,4,0,1,9,72.324,Fairly_Easy
526,39,26,5,1,1,0,5,9,66.74,Plain_English
527,48,32,3,1,3,2,4,11,63.695,Plain_English
528,40,24,5,3,4,0,3,9,53.655,Fairly_difficult
529,52,37,4,1,2,4,7,9,69.16,Very_Easy
530,36,21,5,1,1,1,4,7,51.149,Fairly_difficult
531,33,23,3,2,0,0,3,11,73.78,Fairly_Easy
532,49,28,7,1,2,2,7,5,44.575,Dificult
533,47,27,6,2,3,2,6,8,45.866,Dificult
534,33,15,6,1,4,0,3,4,13.103,very_difficult
535,60,37,6,8,5,5,6,11,50.868,Fairly_difficult
536,55,30,7,4,3,0,6,10,36.51,Dificult
537,38,23,5,4,1,1,4,10,55.389,Fairly_difficult
538,29,17,2,2,2,0,1,6,53.89,Fairly_difficult
539,20,15,0,1,0,1,2,4,86.423,Easy
540,14,9,2,1,1,1,2,3,70.668,Fairly_Easy
541,54,31,7,4,4,1,3,9,43.735,Dificult
542,23,15,2,1,0,0,2,6,69.503,Very_Easy
543,51,34,5,3,1,0,7,9,62.68,Plain_English
544,30,17,3,1,3,0,3,6,48.913,Dificult
545,47,28,4,3,3,1,4,8,50.618,Fairly_difficult
546,33,23,2,4,0,0,6,9,73.78,Fairly_Easy
547,59,33,9,4,6,1,4,11,38.833,Dificult
548,23,18,1,0,0,0,3,5,89.6,Very_Easy
549,46,30,3,4,3,0,5,11,61.89,Plain_English
550,31,21,3,3,2,1,4,5,71.292,Fairly_Easy
551,20,17,0,1,1,2,4,4,98.678,Very_Easy
552,17,14,1,2,0,1,5,3,97.001,Very_Easy
553,22,12,4,2,3,1,2,3,45.645,Dificult
554,62,38,7,6,3,0,6,14,49.518,Very_Easy
555,47,29,4,5,8,0,2,13,55.007,Fairly_difficult
556,24,19,1,3,2,4,1,9,90.329,Very_Easy
557,7,5,0,1,0,0,1,4,85.858,Easy
558,26,14,2,3,0,0,2,9,42.616,Dificult
559,18,14,1,1,1,0,4,3,90.959,Very_Easy
560,13,10,0,1,3,1,1,3,91.78,Very_Easy
561,29,15,4,4,3,0,1,6,35.663,Dificult
562,16,11,2,1,2,1,2,2,78.198,Fairly_Easy
563,32,20,3,3,0,1,3,10,61.325,Plain_English
564,30,20,3,0,0,1,5,4,69.785,Very_Easy
565,36,22,3,4,2,0,4,11,57.234,Fairly_difficult
566,24,17,1,2,0,2,2,9,78.772,Fairly_Easy
567,11,7,2,1,0,3,1,3,70.34,Fairly_Easy
568,27,15,2,2,1,0,1,8,46.942,Dificult
569,28,18,2,4,1,1,3,10,66.1,Plain_English
570,23,12,3,2,3,0,2,4,38.595,Dificult
571,47,30,5,5,3,1,4,11,59.07,Very_Easy
572,32,18,3,3,1,0,1,11,47.3,Dificult
573,32,21,4,3,1,2,3,6,67.263,Plain_English
574,18,10,3,1,0,0,3,4,49.48,Very_Easy
575,30,19,4,1,1,2,2,8,63.614,Plain_English
576,21,15,1,1,0,0,1,6,80.783,Easy
577,48,29,2,5,1,0,5,17,52.09,Fairly_difficult
578,8,7,0,2,1,4,1,3,106.597,Very_Easy
579,38,25,3,3,3,1,4,9,65.556,Plain_English
580,27,19,2,2,1,1,2,7,76.971,Fairly_Easy
581,45,27,7,4,1,1,5,10,52.133,Fairly_difficult
582,47,28,5,1,1,0,5,9,50.618,Fairly_difficult
583,28,17,2,2,0,1,3,7,58.866,Fairly_difficult
584,36,27,1,4,3,0,5,12,80.333,Easy
585,19,13,1,1,0,0,3,6,76.591,Fairly_Easy
586,29,17,3,3,2,0,2,7,53.89,Fairly_difficult
587,13,10,0,1,0,1,1,6,91.78,Very_Easy
588,46,25,6,4,3,0,5,13,38.484,Dificult
589,32,20,3,1,1,0,5,7,61.325,Plain_English
590,39,24,3,2,2,1,4,8,57.18,Fairly_difficult
591,20,13,1,1,1,0,2,5,70.084,Fairly_Easy
592,34,17,5,3,4,0,3,5,29.008,Very_Easy
593,51,28,9,3,2,2,5,6,38.532,Dificult
594,29,19,2,1,0,3,7,4,68.066,Plain_English
595,42,20,5,4,2,1,3,7,19.025,very_difficult
596,51,30,7,1,2,1,6,8,47.79,Dificult
597,43,26,4,2,1,1,5,8,53.725,Fairly_difficult
598,50,33,1,1,0,3,9,8,61.906,Plain_English
599,19,15,0,3,3,0,2,5,92.063,Very_Easy
600,24,17,3,2,0,0,3,6,78.772,Fairly_Easy
601,40,20,6,2,1,3,4,6,27.485,very_difficult
602,36,25,3,4,2,0,3,11,72.324,Fairly_Easy
603,37,25,2,3,1,0,6,11,68.94,Plain_English
604,41,22,6,5,4,0,3,8,38.006,Dificult
605,30,19,2,2,2,0,5,6,63.614,Plain_English
606,14,11,0,1,1,1,1,5,93.58,Very_Easy
607,21,13,2,2,1,0,4,4,63.576,Plain_English
608,44,24,6,3,4,0,3,9,39.555,Dificult
609,18,9,2,1,0,1,2,3,33.068,Dificult
610,24,13,3,1,1,0,3,2,44.053,Dificult
611,33,23,3,2,2,1,7,5,73.78,Fairly_Easy
612,28,18,4,2,2,1,3,8,66.1,Plain_English
613,13,10,0,1,1,1,2,2,91.78,Very_Easy
614,22,15,2,2,1,1,6,4,75.143,Fairly_Easy
615,38,18,5,4,1,0,1,12,19.1,very_difficult
616,51,32,5,5,3,0,7,13,55.764,Fairly_difficult
617,23,14,1,1,1,0,3,5,60.744,Plain_English
618,30,20,3,2,2,0,3,10,69.785,Very_Easy
619,13,10,0,1,1,0,3,3,91.78,Very_Easy
620,58,31,7,2,1,2,9,12,32.819,Dificult
621,29,16,3,2,3,1,3,5,45.378,Dificult
622,28,18,2,1,2,2,1,6,66.1,Plain_English
623,62,32,7,6,7,1,6,9,26.683,very_difficult
624,31,24,1,1,2,1,4,6,85.38,Easy
625,40,21,6,2,1,2,2,9,35.035,Dificult
626,14,11,1,1,2,0,1,4,93.58,Very_Easy
627,33,22,2,3,3,0,3,7,68.77,Plain_English
628,43,25,6,2,1,2,5,7,48.636,Dificult
629,50,26,7,4,2,3,2,10,30.948,Dificult
630,24,14,3,1,1,0,2,7,54.701,Fairly_difficult
631,55,28,8,3,4,2,4,8,26.446,very_difficult
632,36,22,5,1,2,0,3,8,57.234,Fairly_difficult
633,27,14,3,0,2,2,1,4,36.573,Dificult
634,49,28,6,3,2,0,4,11,44.575,Dificult
635,28,15,5,2,2,0,2,6,41.303,Dificult
636,32,16,4,1,0,3,4,4,29.515,Very_Easy
637,35,21,4,2,3,1,4,6,55.178,Fairly_difficult
638,44,25,6,3,3,0,7,8,45.252,Dificult
639,36,25,4,2,5,0,5,8,72.324,Fairly_Easy
640,52,28,7,3,3,1,1,10,35.511,Dificult
641,64,39,6,4,4,2,3,13,48.212,Dificult
642,37,20,4,3,2,2,4,6,40.175,Dificult
643,43,30,2,6,5,0,3,12,70.35,Fairly_Easy
644,21,15,1,2,2,0,2,6,80.783,Easy
645,23,16,2,2,0,0,1,8,77.103,Fairly_Easy
646,32,18,5,2,1,0,2,8,47.3,Dificult
647,26,19,2,1,1,3,4,4,81.424,Easy
648,29,17,3,2,0,1,3,10,53.89,Fairly_difficult
649,47,31,4,4,0,5,4,14,62.838,Plain_English
650,48,28,5,4,3,1,4,10,47.596,Dificult
651,48,28,5,3,1,3,3,11,47.596,Dificult
652,31,21,2,3,1,0,4,9,71.292,Fairly_Easy
653,44,26,4,3,2,3,5,9,50.471,Fairly_difficult
654,67,45,4,4,5,2,7,13,58.038,Fairly_difficult
655,28,16,3,0,0,1,3,6,50.665,Fairly_difficult
656,49,26,7,5,4,0,4,10,34.202,Dificult
657,37,19,5,1,1,2,3,10,32.445,Dificult
658,33,19,2,1,3,1,3,5,50.256,Fairly_difficult
659,20,10,3,2,4,0,1,3,32.56,Dificult
660,20,12,3,1,1,0,3,6,59.745,Very_Easy
661,54,30,8,5,3,4,3,12,39.33,Dificult
662,19,13,1,0,1,1,2,6,76.591,Fairly_Easy
663,38,22,6,3,1,0,4,9,49.543,Very_Easy
664,27,16,4,1,3,1,1,5,55.953,Fairly_difficult
665,21,15,1,0,1,1,2,6,80.783,Easy
666,42,28,3,2,2,0,6,7,65.725,Plain_English
667,32,16,6,2,4,1,3,5,29.515,Very_Easy
668,44,29,6,1,1,2,7,7,63.759,Plain_English
669,29,17,3,3,3,1,1,6,53.89,Fairly_difficult
670,27,15,3,2,2,1,1,6,46.942,Dificult
671,39,30,0,3,1,4,4,14,81.63,Easy
672,34,26,0,2,2,1,2,9,83.009,Easy
673,19,13,1,1,1,1,4,3,76.591,Fairly_Easy
674,28,19,2,1,2,1,3,6,72.519,Fairly_Easy
675,37,21,3,2,2,2,2,7,47.12,Dificult
676,47,28,5,2,1,1,6,10,50.618,Fairly_difficult
677,43,30,3,3,3,4,6,9,70.35,Fairly_Easy
678,37,25,2,3,3,0,3,7,68.94,Plain_English
679,43,29,2,2,3,1,7,6,66.676,Plain_English
680,17,13,0,1,2,0,3,2,89.607,Very_Easy
681,42,30,2,5,4,0,5,10,73.17,Fairly_Easy
682,49,28,7,3,2,1,5,10,44.575,Dificult
683,23,14,3,1,1,2,2,6,60.744,Plain_English
684,1,1,0,0,0,2,0,1,121.728,Very_Easy
685,15,10,1,0,1,1,3,1,74.86,Fairly_Easy
686,40,21,6,1,2,0,2,9,35.035,Dificult
687,47,31,5,3,4,0,6,9,62.838,Plain_English
688,21,15,2,1,0,1,3,4,80.783,Easy
689,31,19,4,1,2,0,4,7,59.161,Very_Easy
690,17,10,2,0,1,1,3,2,57.94,Fairly_difficult
691,34,20,6,0,2,0,3,9,52.865,Fairly_difficult
692,27,12,4,2,3,0,1,5,10.395,very_difficult
693,76,37,15,7,3,1,3,16,14.285,very_difficult
694,81,48,13,4,4,0,4,18,39.713,Dificult
695,38,26,3,5,3,1,5,10,69.994,Very_Easy
696,37,21,5,3,3,0,4,8,47.12,Dificult
697,19,15,1,0,1,0,2,4,92.063,Very_Easy
698,25,19,1,0,2,0,4,5,85.877,Easy
699,23,12,4,2,1,0,2,4,38.595,Dificult
700,17,14,0,1,1,0,2,5,97.001,Very_Easy
701,17,15,0,1,1,1,2,5,103.343,Very_Easy
702,27,17,3,1,1,0,2,5,63.843,Plain_English
703,37,23,4,3,1,4,4,8,59.067,Very_Easy
704,48,32,2,2,1,4,5,11,63.695,Plain_English
705,15,9,3,0,0,1,3,2,61.268,Plain_English
706,42,30,3,4,1,1,6,10,73.17,Fairly_Easy
707,10,9,0,0,0,1,2,2,108.268,Very_Easy
708,14,11,0,1,1,3,2,2,93.58,Very_Easy
709,30,26,0,3,1,3,3,6,96.025,Very_Easy
710,29,22,1,2,2,1,5,5,84.152,Easy
711,10,7,0,1,2,1,1,1,82.425,Easy
712,51,37,2,3,4,2,9,8,71.447,Fairly_Easy
713,60,35,6,5,4,2,3,13,44.044,Dificult
714,35,22,4,3,2,5,4,6,61.079,Plain_English
715,32,27,1,3,3,0,6,7,92.866,Very_Easy
716,44,32,3,3,2,1,4,11,74.27,Fairly_Easy
717,25,15,2,1,1,2,3,5,58.223,Fairly_difficult
718,9,6,1,1,0,0,1,3,76.89,Fairly_Easy
719,29,18,3,1,3,2,2,5,61.4,Plain_English
720,41,23,6,4,3,2,3,8,44.354,Dificult
721,54,36,5,2,2,5,7,14,61.665,Plain_English
722,62,43,1,5,3,10,9,14,63.031,Plain_English
723,45,29,4,6,7,0,4,12,60.842,Plain_English
724,33,23,3,4,2,4,3,12,73.78,Fairly_Easy
725,27,16,3,2,1,1,2,6,55.953,Fairly_difficult
726,17,14,1,0,0,0,3,4,97.001,Very_Easy
727,41,26,4,1,2,0,2,11,60.232,Plain_English
728,33,20,4,3,2,1,1,8,57.095,Fairly_difficult
729,30,16,2,2,1,2,3,7,40.09,Dificult
730,34,20,4,2,1,1,4,8,52.865,Fairly_difficult
731,38,21,4,2,2,1,3,7,43.092,Dificult
732,37,21,4,3,3,1,3,7,47.12,Dificult
733,23,18,2,2,3,6,3,4,89.6,Very_Easy
734,35,20,3,1,2,2,3,6,48.635,Dificult
735,28,15,3,1,2,0,2,6,41.303,Dificult
736,42,26,3,2,1,0,7,8,56.978,Fairly_difficult
737,31,19,2,1,1,1,3,8,59.161,Very_Easy
738,48,28,7,4,0,0,5,14,47.596,Dificult
739,35,23,4,2,1,4,5,9,66.423,Plain_English
740,32,16,4,1,0,2,6,5,29.515,Very_Easy
741,21,14,1,2,1,0,2,7,72.83,Fairly_Easy
742,40,23,4,1,1,1,5,6,48.032,Dificult
743,35,23,4,1,1,2,4,9,66.423,Plain_English
744,36,20,5,2,1,4,4,6,44.405,Dificult
745,19,12,2,2,0,0,2,6,66.795,Plain_English
746,14,10,1,1,0,0,3,3,83.32,Easy
747,42,22,5,3,1,1,4,9,34.161,Dificult
748,31,17,4,2,0,0,2,9,43.937,Dificult
749,24,14,3,0,0,1,2,4,54.701,Fairly_difficult
750,24,14,2,1,2,1,3,5,54.701,Fairly_difficult
751,20,11,3,1,0,1,1,5,47.434,Dificult
752,28,22,1,0,1,1,6,4,87.997,Easy
753,37,19,7,0,2,1,4,6,32.445,Dificult
754,52,27,8,5,2,0,5,13,30.199,Dificult
755,33,20,3,2,0,0,1,9,57.095,Fairly_difficult
756,40,22,4,4,1,4,4,10,41.852,Dificult
757,21,15,1,3,2,1,1,5,80.783,Easy
758,16,11,2,1,1,0,3,3,78.198,Fairly_Easy
759,52,32,5,4,3,1,7,7,53.12,Fairly_difficult
760,40,22,6,0,4,2,4,5,41.852,Dificult
761,61,37,6,2,7,1,6,7,48.582,Dificult
762,56,32,9,4,4,0,6,10,42.545,Dificult
763,44,26,4,0,0,0,7,7,50.471,Fairly_difficult
764,60,32,10,6,3,0,4,16,31.97,Dificult
765,37,25,4,2,0,5,5,11,68.94,Plain_English
766,33,20,4,3,0,2,4,7,57.095,Fairly_difficult
767,40,23,5,4,3,1,3,8,48.032,Dificult
768,24,17,1,1,1,3,4,4,78.772,Fairly_Easy
769,46,27,5,4,2,2,4,9,48.999,Dificult
770,24,15,3,3,3,0,2,4,63.863,Plain_English
771,22,18,1,1,1,3,1,7,94.3,Very_Easy
772,53,33,5,4,2,0,8,12,54.215,Fairly_difficult
773,38,23,5,2,1,1,4,6,55.389,Fairly_difficult
774,21,11,3,2,0,0,0,6,39.743,Dificult
775,33,22,1,2,2,1,2,11,68.77,Plain_English
776,29,19,3,1,1,5,3,7,68.066,Plain_English
777,28,21,1,1,0,1,3,8,83.378,Easy
778,18,11,1,1,0,1,2,4,62.816,Plain_English
779,27,19,2,1,2,1,3,4,76.971,Fairly_Easy
780,35,25,3,0,0,3,4,7,75.708,Fairly_Easy
781,48,29,4,3,5,1,5,9,52.09,Fairly_difficult
782,64,46,4,3,3,0,10,11,65.786,Plain_English
783,60,31,11,4,3,2,6,13,27.361,very_difficult
784,44,32,1,3,2,0,7,12,74.27,Fairly_Easy
785,26,20,2,2,1,1,4,6,86.705,Easy
786,34,18,4,3,2,0,1,7,37.9,Dificult
787,14,10,0,0,0,0,2,4,83.32,Easy
788,12,9,0,1,1,1,1,2,89.468,Very_Easy
789,27,20,1,3,2,1,3,5,82.475,Easy
790,34,21,3,3,2,0,3,9,59.206,Very_Easy
791,34,23,2,3,3,1,4,8,70.102,Fairly_Easy
792,19,12,2,1,0,2,2,4,66.795,Plain_English
793,62,38,5,2,1,1,8,12,49.518,Very_Easy
794,30,21,2,2,0,0,3,9,75.32,Fairly_Easy
795,30,21,1,2,3,0,2,7,75.32,Fairly_Easy
796,37,25,3,3,4,1,4,8,68.94,Plain_English
797,38,26,2,3,2,1,4,9,69.994,Very_Easy
798,32,22,3,3,2,4,1,15,72.615,Fairly_Easy
799,18,10,2,0,0,1,2,4,49.48,Very_Easy
800,13,8,1,0,0,0,2,3,65.3,Plain_English
801,15,11,1,0,1,0,1,3,85.889,Easy
802,51,31,7,4,5,1,4,10,51.922,Fairly_difficult
803,20,13,3,1,2,0,2,3,70.084,Fairly_Easy
804,48,33,3,2,2,1,7,10,67.033,Plain_English
805,67,45,5,6,8,1,8,13,58.038,Fairly_difficult
806,41,35,1,1,2,4,3,8,89.97,Very_Easy
807,61,35,8,1,4,0,7,7,41.627,Dificult
808,28,18,3,0,1,2,4,6,66.1,Plain_English
809,26,14,3,2,1,0,3,5,42.616,Dificult
810,27,19,3,3,2,0,4,5,76.971,Fairly_Easy
811,38,24,2,4,1,1,4,12,60.705,Plain_English
812,36,26,2,5,3,0,1,11,76.502,Fairly_Easy
813,37,24,4,2,1,0,4,7,64.23,Plain_English
814,19,13,1,1,2,0,3,4,76.591,Fairly_Easy
815,12,10,0,0,1,2,1,5,100.24,Very_Easy
816,16,12,0,2,1,0,2,6,87.945,Easy
817,23,14,2,2,1,1,1,4,60.744,Plain_English
818,21,15,2,2,3,1,2,3,80.783,Easy
819,20,13,1,2,2,0,3,3,70.084,Fairly_Easy
820,50,33,4,3,4,1,3,12,61.906,Plain_English
821,21,15,0,1,2,1,2,7,80.783,Easy
822,32,20,4,1,4,1,3,5,61.325,Plain_English
823,24,12,4,1,1,1,2,4,31.545,Dificult
824,26,17,3,2,1,1,3,7,68.819,Plain_English
825,53,29,8,2,2,2,3,13,37.504,Dificult
826,30,14,4,2,3,0,2,7,18.444,very_difficult
827,24,15,1,2,2,1,2,6,63.863,Plain_English
828,23,16,2,1,2,1,2,5,77.103,Fairly_Easy
829,19,10,3,2,0,4,1,6,41.02,Dificult
830,44,27,4,2,5,2,5,7,55.266,Fairly_difficult
831,51,32,4,5,4,2,5,14,55.764,Fairly_difficult
832,21,15,1,1,3,0,2,5,80.783,Easy
833,36,23,4,4,4,2,3,7,62.745,Plain_English
834,23,11,4,2,3,0,3,3,24.362,very_difficult
835,42,24,5,3,3,3,4,8,46.605,Dificult
836,43,25,5,3,3,1,4,8,48.636,Dificult
837,45,26,8,3,4,4,4,10,47.217,Dificult
838,31,21,2,0,1,0,3,7,71.292,Fairly_Easy
839,48,30,5,2,1,2,6,13,56.25,Fairly_difficult
840,43,28,3,3,3,2,3,9,62.704,Plain_English
841,38,25,3,4,2,0,4,9,65.556,Plain_English
842,33,25,1,1,3,1,5,4,82.476,Easy
843,34,18,6,2,1,1,3,7,37.9,Dificult
844,27,15,3,2,2,1,4,5,46.942,Dificult
845,16,8,3,1,1,0,1,3,33.575,Dificult
846,44,27,3,3,2,0,6,9,55.266,Fairly_difficult
847,39,26,3,3,3,0,3,9,66.74,Plain_English
848,31,19,3,1,1,1,6,4,59.161,Very_Easy
849,18,9,2,1,0,0,2,4,33.068,Dificult
850,24,15,1,2,0,0,1,8,63.863,Plain_English
851,49,28,6,5,4,1,3,9,44.575,Dificult
852,20,9,4,2,0,0,1,6,14.268,very_difficult
853,30,20,3,0,0,1,5,3,69.785,Very_Easy
854,33,23,2,2,1,0,4,8,73.78,Fairly_Easy
855,18,11,1,2,2,1,2,5,62.816,Plain_English
856,13,10,1,0,0,0,4,1,91.78,Very_Easy
857,48,27,4,4,2,0,4,14,42.733,Dificult
858,41,21,8,1,3,0,1,10,31.006,Dificult
859,27,18,3,1,0,4,2,7,70.8,Fairly_Easy
860,19,12,1,1,1,1,2,5,66.795,Plain_English
861,54,29,7,4,0,0,7,15,34.586,Dificult
862,52,31,8,4,3,1,4,13,49.193,Very_Easy
863,26,16,3,0,1,0,4,5,61.24,Plain_English
864,32,22,2,1,2,1,5,6,72.615,Fairly_Easy
865,47,26,3,5,2,3,3,11,40.709,Dificult
866,46,28,6,3,2,0,5,13,53.639,Fairly_difficult
867,41,20,7,4,1,2,3,10,23.255,very_difficult
868,24,18,1,2,0,0,4,6,84.9,Easy
869,19,12,3,1,0,1,3,4,66.795,Plain_English
870,24,16,2,2,1,0,2,7,71.815,Fairly_Easy
871,49,23,7,4,3,0,4,10,14.928,very_difficult
872,28,15,3,2,1,4,1,7,41.303,Dificult
873,28,15,4,2,2,1,2,7,41.303,Dificult
874,30,16,2,1,5,0,2,7,40.09,Dificult
875,25,17,2,0,1,0,3,4,73.796,Fairly_Easy
876,19,12,2,2,0,2,2,5,66.795,Plain_English
877,34,18,4,2,0,0,3,9,37.9,Dificult
878,40,27,2,3,1,4,6,7,67.799,Plain_English
879,36,24,3,3,6,0,2,8,67.755,Plain_English
880,28,23,1,0,2,1,2,6,92.171,Very_Easy
881,33,20,5,3,1,4,2,10,57.095,Fairly_difficult
882,14,9,1,1,2,1,1,3,70.668,Fairly_Easy
883,27,18,1,0,1,0,2,5,70.8,Fairly_Easy
884,56,30,7,2,2,1,5,8,33.69,Dificult
885,42,33,2,2,3,1,3,13,82.415,Easy
886,57,38,3,0,3,0,5,12,60.65,Plain_English
887,31,19,4,0,0,2,3,6,59.161,Very_Easy
888,53,33,6,3,2,6,6,10,54.215,Fairly_difficult
889,46,34,1,4,2,3,6,11,75.121,Fairly_Easy
890,34,25,2,2,2,6,3,6,79.092,Very_Easy
891,30,19,2,2,1,0,3,6,63.614,Plain_English
892,19,13,1,2,0,0,1,5,76.591,Fairly_Easy
893,34,26,2,1,0,1,5,7,83.009,Easy
894,33,21,4,2,2,0,3,7,63.235,Plain_English
895,40,22,6,3,1,0,2,11,41.852,Dificult
896,52,31,4,2,1,2,6,11,49.193,Very_Easy
897,43,27,3,3,3,1,4,9,58.399,Fairly_difficult
898,11,10,0,0,0,0,2,2,108.7,Very_Easy
899,36,21,4,0,2,2,6,4,51.149,Fairly_difficult
900,25,16,2,1,2,0,5,3,66.528,Plain_English
901,30,19,3,2,1,1,4,6,63.614,Plain_English
902,20,10,3,0,1,1,2,3,32.56,Dificult
903,43,25,4,5,4,0,3,11,48.636,Dificult
904,42,28,2,6,6,0,3,12,65.725,Plain_English
905,37,23,3,4,3,0,5,10,59.067,Very_Easy
906,29,18,4,2,1,2,5,7,61.4,Plain_English
907,19,14,1,0,1,3,3,2,84.916,Easy
908,33,17,6,5,2,0,2,11,33.984,Dificult
909,27,22,0,1,2,3,5,2,91.843,Very_Easy
910,38,22,3,3,1,1,3,13,49.543,Very_Easy
911,44,22,6,3,1,0,3,13,26.47,very_difficult
912,25,19,1,2,1,0,6,6,85.877,Easy
913,23,15,2,2,0,1,2,10,69.503,Very_Easy
914,13,7,2,2,2,0,1,3,46.168,Dificult
915,12,8,1,1,0,1,2,4,75.875,Fairly_Easy
916,48,26,7,4,1,1,3,12,37.455,Dificult
917,18,12,2,0,1,0,3,3,73.845,Fairly_Easy
918,37,20,5,4,3,1,3,8,40.175,Dificult
919,47,26,8,3,2,0,3,14,40.709,Dificult
920,28,20,1,2,0,0,2,9,78.245,Fairly_Easy
921,33,21,4,1,0,1,6,7,63.235,Plain_English
922,21,12,2,2,0,0,2,4,52.695,Fairly_difficult
923,30,17,4,2,0,0,4,7,48.913,Dificult
924,22,18,0,0,0,0,7,2,94.3,Very_Easy
925,69,40,9,4,3,2,8,13,40.6,Dificult
926,26,16,3,1,2,1,4,3,61.24,Plain_English
927,10,6,2,1,1,1,2,1,62.79,Plain_English
928,45,33,4,4,3,1,3,11,74.724,Fairly_Easy
929,28,19,1,3,0,0,4,7,72.519,Fairly_Easy
930,34,23,3,3,3,0,4,6,70.102,Fairly_Easy
931,43,25,7,4,1,1,5,11,48.636,Dificult
932,26,17,2,2,2,1,3,5,68.819,Plain_English
933,50,29,6,4,1,0,6,15,46.255,Dificult
934,30,20,2,2,0,2,5,6,69.785,Very_Easy
935,33,25,1,2,4,0,5,6,82.476,Easy
936,17,9,2,1,0,1,3,3,42.468,Dificult
937,51,32,3,4,2,0,4,13,55.764,Fairly_difficult
938,26,17,4,0,1,0,4,5,68.819,Plain_English
939,32,21,2,2,3,1,3,7,67.263,Plain_English
940,49,23,8,3,1,1,2,11,14.928,very_difficult
941,42,26,5,1,1,3,6,5,56.978,Fairly_difficult
942,42,26,3,2,2,2,5,8,56.978,Fairly_difficult
943,49,29,5,2,0,3,5,7,49.173,Very_Easy
944,26,15,3,1,1,1,3,4,52.583,Fairly_difficult
945,43,29,4,4,3,0,5,10,66.676,Plain_English
946,48,29,6,1,2,0,5,9,52.09,Fairly_difficult
947,34,26,1,2,1,1,2,10,83.009,Easy
948,45,21,7,3,4,0,3,9,14.892,very_difficult
949,37,23,4,2,2,0,2,9,59.067,Very_Easy
950,25,15,2,1,1,0,3,4,58.223,Fairly_difficult
951,34,18,5,2,2,1,6,4,37.9,Dificult
952,29,18,3,2,0,0,6,7,61.4,Plain_English
953,30,17,4,3,4,3,2,3,48.913,Dificult
954,36,19,4,3,1,1,1,11,36.898,Dificult
955,43,24,5,2,3,1,4,4,43.08,Dificult
956,16,9,2,1,1,0,2,4,51.868,Fairly_difficult
957,33,20,5,0,2,2,2,5,57.095,Fairly_difficult
958,44,24,5,2,6,1,5,7,39.555,Dificult
959,48,32,2,3,4,2,6,11,63.695,Plain_English
960,53,30,7,2,1,0,8,12,42.15,Dificult
961,38,22,6,4,1,0,3,10,49.543,Very_Easy
962,44,25,7,3,1,1,5,11,45.252,Dificult
963,51,27,6,5,0,0,5,14,33.333,Dificult
964,36,19,4,3,0,1,2,10,36.898,Dificult
965,27,17,2,1,0,0,3,6,63.843,Plain_English
966,19,12,2,0,1,1,3,1,66.795,Plain_English
967,49,26,5,3,4,0,3,10,34.202,Dificult
968,43,23,4,5,0,1,6,10,36.997,Dificult
969,27,13,4,1,1,1,4,2,24.53,very_difficult
970,36,18,5,2,1,0,5,6,28.5,very_difficult
